SKU,Nombre_Producto ,categoria,PRECIO COMPRA,precio_venta,Margen($),Fecha Actualización,proveedor
AC-1028,"Tubo Titanio 25mm",Titanio,724,1000.27,276.27,17-09-24,"MetalCorp Internacional"
AL-1029,"Plancha Magnesio 16cm",Bronce,430,485.07,55.07,03/03/2024,"MetalCorp Internacional"
AL-1030,"Barra Cobre 48mm",Zinc,718,1034.37$,316.37,06/25/2024,"MetalSur S.A."
MT-1031,"Caño Acero Inoxidable 4mm",Acero Inoxidable,429,521.33,92.33,2024-05-17,"Metalúrgica Central"
CU-1032,"Perfil Zinc 26mm",Cobre,774,999.43,225.43,2024-04-25,"Industrias del Plata"
AL-1033,"Plancha Magnesio 8cm",Magnesio,445,513,68,2024-02-18,"SiderúrgicaUY"
AC-1034,"Caño Plomo 31mm",Acero Inoxidable,385,470.76,85.76,18/07/2024,"SiderúrgicaUY"
BR-1035,"  Tubo Magnesio 16mm  ",Hierro,,696.05,126.05%,2024-03-27,"Aceros del Río"
BR-1036,"Caño Aluminio™ 5mm",Magnesio,155,195.5,40.5,08/05/2024,"Fundición Oriental"
MT-1037,"Barra Magnesio 13mm",Níquel,820,910.67,90.67,2024-11-16,"Fundición Oriental"
AL-1038,"Perfil Magnesio 46mm",Zinc,640,738.84,98.84,17/06/2024,"Aleaciones del Sur"
MT-1039,"  Varilla Zinc&Zinc 26cm  ",Magnesio,260,309.68,49.68,15-11-24,"Metalúrgica Central"
AC-1040,"  Alambre Níquel 23mm  ",Zinc,139,153.3,14.3,2024-11-21,"MetalSur S.A."
AL-1041,"Alambre Titanio 9cm",Bronce,739,1102.77$,363.77,10-05-24,"MetalSur S.A."
AC-1042,"Alambre Acero Inoxidable#304 21cm",Hierro,542,712.72,170.72,08/10/2024,"Aleaciones del Sur"
CU-1043,"Barra Titanio 22cm",Magnesio,503,619.17,116.17,2024-09-12,"MetalSur S.A."
MT-1044,"Chapa Plomo 37cm",,823,1180.47$,357.47,12-01-24,"Industrias del Plata"
BR-1045,"Chapa Zinc 16cm",Bronce,717,970.06,253.06,26-02-24,"SiderúrgicaUY"
BR-1046,"Alambre Zinc(6061) 2mm",Acero Inoxidable,927,1389.85,462.85,04/22/2024,"MetalSur S.A."
CU-1047,"Plancha Níquel&Zinc 2cm",,125,154.05,29.05,21/09/2024,"Industrias del Plata"
CU-1048,"Varilla Plomo 49cm",Bronce,460,526.85,66.85,07/14/2024,"MetalSur S.A."
BR-1049,"Chapa Hierro 46mm",Magnesio,555,660.28,105.28,20/01/2024,"MetalCorp Internacional"
CU-1050,"Perfil Cobre 30mm",Magnesio,171,230.28,59.28,2024-05-13,"Industrias del Plata"
BR-1051,"Alambre Aluminio 28cm",Hierro,803,950.04,147.04,16-01-24,"SiderúrgicaUY"
AC-1052,"Varilla Cobre 18mm",Níquel,956,1367.13,411.13,2024-07-09,"Aleaciones del Sur"
BR-1053,"Flejes Cobre 23mm",Acero Inoxidable,310,376.69,66.69,19-07-24,"SiderúrgicaUY"
CU-1054,"Caño Zinc 47mm",Titanio,133,189.39,56.39,09/01/2024,"Industrias del Plata"
AC-1055,"Varilla Aluminio 3cm",Aluminio,653,795.59,142.59,14/12/2024,"Aceros del Río"
CU-1056,"Bobina Cobre 39cm",Bronce,351,507.71$,156.71,17-03-24,"Aleaciones del Sur"
AC-1057,"Flejes Acero Inoxidable 38cm",Titanio,,268.25,82.25,2024-10-16,"SiderúrgicaUY"
BR-1058,"Bobina Aluminio 44cm",Hierro,,260.35,34.35,23/12/2024,"MetalSur S.A."
CU-1059,"Flejes Magnesio 28mm",Hierro,658,865.95,207.95,14/12/2024,"Aleaciones del Sur"
CU-1060,"Perfil Titanio 46cm",Bronce,134,179.59,45.59,23-09-24,"Aceros del Río"
AC-1061,"Barra Níquel 45mm",Plomo,,548.35,181.35,11/12/2024,"MetalCorp Internacional"
AC-1062,"Bobina Acero Inoxidable&Zinc 7mm",Hierro,436,486.08,50.08,03/02/2024,"Metalúrgica Central"
BR-1063,"Plancha Hierro&Zinc 8mm",Acero Inoxidable,592,697.61,105.61,13-04-24,"MetalCorp Internacional"
MT-1064,"Varilla Bronce 46mm",Plomo,120,174.87,54.87%,12-11-24,"MetalCorp Internacional"
AL-1065,"Perfil Níquel 23cm",Magnesio,196,288.38,92.38,17/08/2024,"Industrias del Plata"
AL-1066,"  Tubo Magnesio 15cm  ",,,1199.47,166.47,2024-12-05,"Aleaciones del Sur"
AL-1067,"Perfil Magnesio 14mm",Cobre,,880.49,226.49,07/01/2024,"MetalSur S.A."
BR-1068,"Flejes Acero Inoxidable 46mm",Magnesio,456,530.54,74.54,02/09/2024,"Industrias del Plata"
AL-1069,"Caño Magnesio 2cm",Níquel,755,889.77,134.77%,06/01/2024,"SiderúrgicaUY"
CU-1070,"Bobina Aluminio 31cm",Plomo,840,1134.49,294.49,03-05-24,"MetalCorp Internacional"
AL-1071,"Varilla Acero Inoxidable 4mm",Cobre,587,733.53,146.53,2024-04-09,"MetalCorp Internacional"
BR-1072,"Plancha Aluminio 2mm",Magnesio,148,194.43,46.43,12/02/2024,"Aceros del Río"
AL-1073,"Bobina Acero Inoxidable 13mm",Bronce,207,281.26,74.26,21/11/2024,"MetalCorp Internacional"
BR-1074,"Flejes Níquel 29cm",Bronce,775,868.73,93.73,02/08/2024,"Aleaciones del Sur"
AC-1075,"Tubo Titanio 36cm",Aluminio,853,1119.74,266.74,27/01/2024,"Industrias del Plata"
BR-1076,"Caño Níquel 13cm",Níquel,944,1224.46$,280.46,14/04/2024,"Metalúrgica Central"
AL-1077,"Alambre Bronce™ 4cm",Plomo,383,427.7,44.7,2024-11-23,"Metalúrgica Central"
MT-1078,"Flejes Cobre(6061) 3cm",Plomo,873,1266.05,393.05,08/09/2024,"MetalCorp Internacional"
AL-1079,"Bobina Acero Inoxidable 49cm",Plomo,,518.3,52.3,14-10-24,"MetalCorp Internacional"
BR-1080,"Tubo Plomo 18cm",Cobre,935,1106.71,171.71,2024-08-26,"MetalCorp Internacional"
AL-1081,"Alambre Níquel 34mm",Titanio,823,1148.7,325.7,21/07/2024,"Aceros del Río"
CU-1082,"Varilla Acero Inoxidable® 43mm",Magnesio,848,1152.93,304.93,05/08/2024,"MetalCorp Internacional"
AC-1083,"Bobina Titanio 19cm",Níquel,97,119.88,22.88,22/04/2024,"MetalSur S.A."
AC-1084,"Perfil Titanio 7cm",Zinc,539,717.16,178.16,02-07-24,"Metalúrgica Central"
AC-1085,"Tubo Magnesio#304 3cm",Magnesio,657,727.47,70.47,25-08-24,"SiderúrgicaUY"
AC-1086,"Chapa Titanio 14cm",Acero Inoxidable,625,748.1,123.1,01/05/2024,"Industrias del Plata"
AC-1087,"Varilla Titanio 44mm",Níquel,693,763.02,70.02,2024-02-06,"Fundición Oriental"
BR-1088,"Flejes Zinc 30mm",Aluminio,987,1098.99,111.99,24/12/2024,"Aleaciones del Sur"
CU-1089,"Perfil Titanio 37mm",Plomo,620,745.49,125.49,2024-03-22,"MetalSur S.A."
AL-1090,"Barra Hierro 2mm",Acero Inoxidable,58,78.48,20.48,2024-05-04,"MetalCorp Internacional"
BR-1091,"Caño Magnesio 4cm",,605,792.86,187.86,06/12/2024,"Aceros del Río"
AC-1092,"  Plancha Titanio 25mm  ",Níquel,73,85.09,12.09,26/08/2024,"Metalúrgica Central"
BR-1093,"Caño Cobre 40cm",Magnesio,553,633.8,80.8,02-05-24,"Industrias del Plata"
AL-1094,"  Plancha Níquel 48mm  ",Aluminio,834,1045.73,211.73,01/04/2024,"Aceros del Río"
CU-1095,"Flejes Magnesio 18cm",Magnesio,651,965.12,314.12,19/07/2024,"MetalSur S.A."
CU-1096,"Plancha Plomo 50cm",Hierro,898,1338.04,440.04,10/07/2024,"Fundición Oriental"
CU-1097,"Bobina Plomo 30cm",Acero Inoxidable,887,1251.88,364.88,2024-08-05,"MetalSur S.A."
CU-1098,"  Caño Bronce 2cm  ",Titanio,143,193.59,50.59,08/11/2024,"Fundición Oriental"
CU-1099,"Tubo Níquel#304 33cm",Plomo,501,661.03,160.03,25/01/2024,"Fundición Oriental"
MT-1100,"Plancha Cobre 43cm",Cobre,664,822.03,158.03,2024-06-18,"MetalSur S.A."
AL-1101,"Flejes Bronce 4cm",Magnesio,486,629.73,143.73,2024-07-19,"Fundición Oriental"
CU-1102,"Alambre Acero Inoxidable 2mm",Magnesio,473,559.62$,86.62,2024-07-15,"MetalSur S.A."
CU-1103,"Perfil Plomo 50mm",Aluminio,72,95.11,23.11,2024-06-12,"SiderúrgicaUY"
AC-1104,"Barra Bronce 9mm",Bronce,792,1079.95,287.95,02/05/2024,"MetalCorp Internacional"
AC-1105,"Bobina Níquel 33mm",Acero Inoxidable,301,400.01,99.01,06/19/2024,"Aceros del Río"
AL-1106,"  Flejes Titanio 6cm  ",Hierro,786,1077.08,291.08,2024-10-11,"MetalCorp Internacional"
BR-1107,"Alambre Acero Inoxidable#304 9mm",Titanio,1013,1411.98,398.98,11/16/2024,"MetalSur S.A."
CU-1108,"Perfil Acero Inoxidable 47cm",Magnesio,488,566.14,78.14,08/28/2024,"Aceros del Río"
AC-1109,"Alambre Acero Inoxidable™ 4cm",Titanio,380,556.98,176.98,03/23/2024,"Aceros del Río"
AL-1110,"Caño Magnesio 46mm",Plomo,489,671.99,182.99,14-01-24,"SiderúrgicaUY"
BR-1111,"Bobina Magnesio 7mm",Zinc,517,704.68,187.68,08/17/2024,"Fundición Oriental"
CU-1112,"  Chapa Zinc 1mm  ",Cobre,1006,1501.66,495.66,19-11-24,"SiderúrgicaUY"
CU-1113,"Plancha Hierro 29cm",Cobre,622,919.24,297.24,02/25/2024,"Fundición Oriental"
BR-1114,"  Barra Níquel® 10cm  ",Zinc,586,792.36,206.36,04-10-24,"Industrias del Plata"
MT-1115,"Caño Níquel 24cm",Cobre,418,522.36,104.36,2024-06-05,"MetalSur S.A."
BR-1116,"  Chapa Titanio™ 5cm  ",Bronce,733,895.2,162.2,23-07-24,"Fundición Oriental"
CU-1117,"Flejes Zinc 7cm",Bronce,570,853.31,283.31,2024-10-20,"Aceros del Río"
CU-1118,"Chapa Cobre 34cm",Bronce,478,693.66,215.66,01-11-24,"Aceros del Río"
MT-1119,"Perfil Cobre(6061) 31mm",Acero Inoxidable,105,151.09,46.09,01/12/2024,"Aceros del Río"
AC-1120,"Bobina Aluminio(6061) 36cm",Aluminio,170,200.79,30.79%,2024-05-05,"SiderúrgicaUY"
MT-1121,"Barra Acero Inoxidable 27cm",Hierro,465,557.86,92.86,2024-05-02,"Metalúrgica Central"
AL-1122,"Plancha Zinc 4mm",Bronce,828,1143.83,315.83,08/09/2024,"Metalúrgica Central"
AC-1123,"Flejes Acero Inoxidable&Zinc 32cm",Titanio,573,687.56,114.56,20/04/2024,"SiderúrgicaUY"
BR-1124,"Barra Níquel 16mm",Magnesio,860,1167.1,307.1,11/17/2024,"MetalCorp Internacional"
AC-1125,"Plancha Cobre 29mm",Hierro,204,275.38,71.38,2024-11-14,"SiderúrgicaUY"
MT-1126,"Barra Hierro 22mm",Magnesio,219,263.45,44.45,11/17/2024,"Aleaciones del Sur"
BR-1127,"Perfil Aluminio 32cm",Plomo,441,592.04,151.04,2024-11-15,"SiderúrgicaUY"
BR-1128,"Plancha Plomo 7cm",Plomo,518,620.23,102.23,18-11-24,"SiderúrgicaUY"
MT-1129,"Flejes Níquel#304 40cm",Plomo,337,401.32,64.32,08/08/2024,"Fundición Oriental"
MT-1130,"Perfil Zinc(6061) 6mm",,760,935.12,175.12,04/27/2024,"SiderúrgicaUY"
AL-1131,"Tubo Níquel(6061) 16cm",,560,732.14,172.14,2024-09-21,"Aceros del Río"
AC-1132,"Varilla Acero Inoxidable 6mm",Magnesio,921,1311.43,390.43,13/03/2024,"Metalúrgica Central"
AL-1133,"Flejes Bronce#304 19mm",Titanio,614,917.87,303.87%,05/20/2024,"Fundición Oriental"
AC-1134,"  Chapa Magnesio#304 7cm  ",Acero Inoxidable,781,983.73,202.73,03-05-24,"Aleaciones del Sur"
AL-1135,"Varilla Acero Inoxidable 44cm",Níquel,300,437.4,137.4,10/15/2024,"Aleaciones del Sur"
BR-1136,"Perfil Hierro 32mm",Níquel,516,765.22,249.22,2024-05-24,"Aceros del Río"
MT-1137,"Caño Hierro™ 23mm",Titanio,,1232.69$,231.69,04/07/2024,"Fundición Oriental"
CU-1138,"  Plancha Acero Inoxidable 27cm  ",Bronce,916,1034.54,118.54,23-05-24,"Aceros del Río"
CU-1139,"Bobina Cobre#304 30mm",Zinc,812,1087.85,275.85,23-07-24,"Industrias del Plata"
AC-1140,"Plancha Titanio 7mm",Bronce,299,438.71,139.71,03/21/2024,"Metalúrgica Central"
MT-1141,"Alambre Hierro 46mm",Zinc,369,439.33,70.33,2024-08-06,"Aceros del Río"
AL-1142,"Bobina Magnesio 39cm",Zinc,185,203.68,18.68,06/10/2024,"Industrias del Plata"
MT-1143,"Caño Titanio 13cm",Acero Inoxidable,509,566.7,57.7,12/21/2024,"MetalSur S.A."
MT-1144,"  Perfil Plomo 48cm  ",Plomo,982,1204.68,222.68,16/06/2024,"MetalSur S.A."
MT-1145,"Tubo Aluminio 3mm",Magnesio,844,1263.16,419.16,2024-04-08,"Industrias del Plata"
MT-1146,"Plancha Bronce 39mm",Aluminio,117,133.62,16.62,2024-04-17,"Fundición Oriental"
AL-1147,"Perfil Acero Inoxidable 33cm",Magnesio,1003,1479.51,476.51,18/10/2024,"Industrias del Plata"
BR-1148,"Caño Aluminio 16cm",Níquel,401,476.31,75.31,05/05/2024,"Aleaciones del Sur"
AL-1149,"Tubo Acero Inoxidable 7cm",Hierro,439,570.81,131.81,11/02/2024,"Fundición Oriental"
CU-1150,"Bobina Magnesio 40cm",Aluminio,168,206.41,38.41,05-04-24,"Fundición Oriental"
MT-1151,"Tubo Acero Inoxidable 10mm",Acero Inoxidable,670,815.54,145.54,02/27/2024,"Fundición Oriental"
AL-1152,"Plancha Hierro 49cm",Hierro,1023,1478.35,455.35,09/12/2024,"MetalSur S.A."
AC-1153,"Varilla Acero Inoxidable 49cm",Magnesio,749,1058.12,309.12,04-04-24,"Aceros del Río"
MT-1154,"Chapa Plomo 5cm",Plomo,748,897.71$,149.71,27-01-24,"Fundición Oriental"
CU-1155,"Perfil Cobre 17mm",Zinc,1048,1201.69,153.69,20/09/2024,"Aleaciones del Sur"
MT-1156,"Varilla Cobre 24mm",Titanio,841,979.91,138.91,2024-02-26,"MetalCorp Internacional"
AC-1157,"Caño Titanio 10cm",Plomo,,1005.21,183.21,10/16/2024,"Industrias del Plata"
AC-1158,"Perfil Plomo 30mm",Hierro,,209.05,66.05,12/03/2024,"MetalSur S.A."
MT-1159,"  Barra Aluminio 23cm  ",Titanio,487,614.6,127.6,08/18/2024,"MetalCorp Internacional"
MT-1160,"Flejes Plomo 48mm",Plomo,625,747.8$,122.8,04/11/2024,"Industrias del Plata"
BR-1161,"Bobina Cobre 45cm",Cobre,74,99.37,25.37,2024-03-19,"Industrias del Plata"
AC-1162,"  Chapa Acero Inoxidable 18mm  ",Acero Inoxidable,782,1068.69,286.69,2024-12-13,"Aceros del Río"
BR-1163,"Perfil Aluminio 35mm",Cobre,970,1211.19,241.19,2024-04-06,"Fundición Oriental"
MT-1164,"Varilla Hierro 7mm",Acero Inoxidable,798,985.63,187.63,02/03/2024,"Aleaciones del Sur"
MT-1165,"Bobina Cobre 33cm",Níquel,908,1154.65$,246.65,23-08-24,"Industrias del Plata"
CU-1166,"  Perfil Bronce 8cm  ",Níquel,458,660.74,202.74,03-12-24,"Industrias del Plata"
CU-1167,"Tubo Bronce 26mm",Acero Inoxidable,558,794.13,236.13,01-01-24,"MetalCorp Internacional"
AL-1168,"Bobina Plomo 48cm",Níquel,,556.92,164.92,08-04-24,"Aceros del Río"
CU-1169,"Caño Zinc 43mm",Titanio,511,760.53,249.53,16-04-24,"Metalúrgica Central"
MT-1170,"Varilla Hierro 3mm",Zinc,757,860.02,103.02,2024-05-09,"MetalCorp Internacional"
CU-1171,"  Plancha Zinc(6061) 49mm  ",Hierro,490,645.48,155.48,12/18/2024,"SiderúrgicaUY"
BR-1172,"Barra Titanio 5mm",Aluminio,217,251.1,34.1,15/11/2024,"MetalCorp Internacional"
CU-1173,"Perfil Acero Inoxidable 31mm",Plomo,1034,1345.21,311.21,2024-03-28,"Industrias del Plata"
CU-1174,"Caño Acero Inoxidable 1mm",Cobre,336,485.24,149.24,2024-02-01,"Aleaciones del Sur"
BR-1175,"Varilla Zinc 5cm",Acero Inoxidable,530,597.34,67.34,11-02-24,"Aleaciones del Sur"
AL-1176,"Caño Aluminio 40mm",Aluminio,291,432.09,141.09,2024-02-18,"Metalúrgica Central"
AC-1177,"Alambre Acero Inoxidable 17cm",Acero Inoxidable,226,327.68,101.68,26-03-24,"SiderúrgicaUY"
CU-1178,"Tubo Hierro 15cm",Plomo,798,1114.76,316.76,02/07/2024,"Metalúrgica Central"
MT-1179,"Caño Magnesio 17mm",Magnesio,707,998.52$,291.52,24-12-24,"Aleaciones del Sur"
AC-1180,"Caño Aluminio® 48mm",Bronce,709,888.16,179.16,24-08-24,"Fundición Oriental"
MT-1181,"Varilla Magnesio 37mm",,112,152.54,40.54,12-03-24,"Fundición Oriental"
BR-1182,"Chapa Hierro 46mm",Acero Inoxidable,1042,1367.8,325.8,26/05/2024,"SiderúrgicaUY"
BR-1183,"  Chapa Hierro&Zinc 1cm  ",,295,334.9,39.9,12/07/2024,"Aceros del Río"
AL-1184,"Barra Acero Inoxidable 19mm",Hierro,677,954.19,277.19,15-09-24,"Industrias del Plata"
AL-1185,"Perfil Hierro 25mm",Plomo,315,440.64$,125.64,20/08/2024,"Industrias del Plata"
AC-1186,"Barra Hierro(6061) 13mm",Acero Inoxidable,475,596.01,121.01,2024-07-26,"Aceros del Río"
AC-1187,"Caño Níquel 22mm",Titanio,945,1177.13,232.13,27-08-24,"Industrias del Plata"
MT-1188,"Chapa Acero Inoxidable 24cm",Acero Inoxidable,357,447.35,90.35,11/07/2024,"MetalSur S.A."
MT-1189,"Caño Níquel#304 19cm",Hierro,463,550.81,87.81,26-09-24,"MetalCorp Internacional"
MT-1190,"  Varilla Cobre#304 14mm  ",Titanio,838,1000.89,162.89,07/12/2024,"Industrias del Plata"
BR-1191,"Flejes Níquel® 2cm",Plomo,573,832.15,259.15,03-03-24,"Industrias del Plata"
CU-1192,"Chapa Plomo 3cm",Titanio,824,1095.14$,271.14,2024-06-04,"Industrias del Plata"
CU-1193,"Flejes Aluminio 27mm",Zinc,978,1348.35,370.35,2024-12-01,"Industrias del Plata"
BR-1194,"Varilla Bronce 36mm",Níquel,938,1210.67,272.67,2024-12-15,"Metalúrgica Central"
AC-1195,"Varilla Aluminio™ 1mm",Magnesio,972,1450.84,478.84,24-09-24,"Fundición Oriental"
AL-1196,"Plancha Níquel 32mm",Zinc,,868.94,150.94,2024-12-06,"SiderúrgicaUY"
BR-1197,"Varilla Acero Inoxidable 27mm",Plomo,605,807.22,202.22,2024-05-22,"Metalúrgica Central"
CU-1198,"  Bobina Níquel 14mm  ",Magnesio,715,973.17,258.17,20/03/2024,"Fundición Oriental"
BR-1199,"Tubo Bronce 8cm",Zinc,572,655.83,83.83%,19/07/2024,"MetalSur S.A."
BR-1200,"Perfil Aluminio&Zinc 5mm",Titanio,789,1051.29,262.29,12/12/2024,"SiderúrgicaUY"
CU-1201,"Flejes Hierro 43cm",Aluminio,440,525.02$,85.02,2024-02-21,"MetalSur S.A."
MT-1202,"Bobina Níquel 6mm",Bronce,409,537.86,128.86,20/04/2024,"MetalSur S.A."
AL-1203,"Perfil Magnesio 15cm",Aluminio,151,206.28,55.28,2024-01-06,"SiderúrgicaUY"
AL-1204,"Bobina Acero Inoxidable#304 50cm",Níquel,461,674.5,213.5,2024-11-05,"Industrias del Plata"
CU-1205,"Varilla Cobre(6061) 40mm",Zinc,699,963.29,264.29,10/24/2024,"Fundición Oriental"
AC-1206,"Barra Aluminio 43mm",Acero Inoxidable,584,736.37,152.37,05/26/2024,"SiderúrgicaUY"
MT-1207,"Varilla Titanio 24mm",Zinc,955,1143.91,188.91,04/07/2024,"MetalCorp Internacional"
BR-1208,"Caño Zinc 4mm",Titanio,448,563.59,115.59,11/24/2024,"SiderúrgicaUY"
AC-1209,"Bobina Aluminio 39cm",Aluminio,754,1067.9,313.9,27-07-24,"MetalSur S.A."
MT-1210,"Tubo Aluminio 11mm",Cobre,751,1041.92,290.92,11-03-24,"MetalCorp Internacional"
CU-1211,"Chapa Acero Inoxidable 25cm",Cobre,864,1170.71,306.71,24/01/2024,"MetalCorp Internacional"
AL-1212,"Caño Cobre® 27mm",Titanio,364,524.7,160.7,08/27/2024,"Industrias del Plata"
AC-1213,"  Tubo Plomo 2mm  ",Cobre,925,1101.61$,176.61,27-01-24,"Industrias del Plata"
MT-1214,"  Caño Cobre 11mm  ",Titanio,169,221.63,52.63,20/10/2024,"MetalSur S.A."
MT-1215,"Barra Plomo 21mm",Magnesio,113,155.32,42.32,2024-10-09,"Aceros del Río"
AL-1216,"Barra Magnesio 16mm",Aluminio,580,714.79,134.79,08-05-24,"SiderúrgicaUY"
AL-1217,"Plancha Titanio#304 23cm",Zinc,705,907.18,202.18,27/10/2024,"Fundición Oriental"
AC-1218,"Perfil Zinc 14cm",Cobre,929,1345.94,416.94,18-09-24,"Aceros del Río"
MT-1219,"Bobina Plomo 43cm",Bronce,565,715.76,150.76,2024-09-11,"SiderúrgicaUY"
CU-1220,"Perfil Hierro 15cm",Acero Inoxidable,197,278.7$,81.7,04/08/2024,"Aceros del Río"
CU-1221,"Flejes Titanio 25cm",Acero Inoxidable,709,997.17,288.17,15/01/2024,"Aleaciones del Sur"
BR-1222,"  Barra Bronce 49cm  ",Titanio,556,675.17,119.17,21/09/2024,"Industrias del Plata"
BR-1223,"Perfil Zinc™ 47mm",Bronce,735,1034.64,299.64,2024-01-18,"Metalúrgica Central"
AL-1224,"Chapa Cobre#304 49mm",Bronce,796,1147.01$,351.01,2024-05-16,"Fundición Oriental"
CU-1225,"  Varilla Acero Inoxidable#304 22cm  ",Hierro,896,1036.22,140.22,09/20/2024,"MetalSur S.A."
MT-1226,"Flejes Zinc 46cm",Níquel,982,1387,405,02-12-24,"Aceros del Río"
CU-1227,"Flejes Plomo 39cm",Bronce,597,789.6,192.6,12/10/2024,"Aceros del Río"
CU-1228,"Plancha Titanio(6061) 29cm",Zinc,935,1139.26,204.26,23-05-24,"MetalSur S.A."
AC-1229,"  Tubo Hierro 15mm  ",Níquel,513,746.69,233.69,09/20/2024,"MetalSur S.A."
BR-1230,"Caño Acero Inoxidable 34cm",Hierro,219,299.35$,80.35,13-10-24,"Aceros del Río"
BR-1231,"Flejes Cobre 14cm",Hierro,175,260.04,85.04,03/02/2024,"SiderúrgicaUY"
MT-1232,"Tubo Bronce&Zinc 41mm",Zinc,651,749.35,98.35,2024-09-04,"Aceros del Río"
AC-1233,"Perfil Acero Inoxidable 10mm",Hierro,463,667.31,204.31,26-11-24,"MetalSur S.A."
AC-1234,"Tubo Bronce™ 34mm",Aluminio,826,1207.49,381.49,03/10/2024,"Aceros del Río"
AC-1235,"Plancha Acero Inoxidable&Zinc 18cm",Plomo,212,273.47,61.47,28-08-24,"Aleaciones del Sur"
CU-1236,"Caño Hierro 1cm",Níquel,525,775.95,250.95,2024-12-10,"MetalSur S.A."
MT-1237,"Bobina Aluminio 23cm",Plomo,726,815.57,89.57,10/01/2024,"Aceros del Río"
BR-1238,"Barra Titanio 30mm",Acero Inoxidable,696,986.66,290.66,09-07-24,"Aceros del Río"
AL-1239,"Flejes Plomo 46mm",Cobre,121,171.46,50.46,2024-06-25,"Aceros del Río"
MT-1240,"Tubo Acero Inoxidable 50mm",Zinc,365,449.6,84.6,02-08-24,"SiderúrgicaUY"
CU-1241,"Flejes Hierro 46mm",Cobre,240,272.5,32.5,12/04/2024,"Aleaciones del Sur"
MT-1242,"  Barra Hierro 1mm  ",Plomo,338,418.37,80.37,27-01-24,"Metalúrgica Central"
AC-1243,"Bobina Magnesio 38mm",Cobre,1000,1302.61,302.61,2024-12-04,"Aceros del Río"
MT-1244,"Chapa Zinc 8mm",Bronce,731,1036.52,305.52,2024-04-18,"SiderúrgicaUY"
AL-1245,"Bobina Titanio 17mm",Bronce,166,209.7,43.7,01-03-24,"Fundición Oriental"
AC-1246,"Tubo Titanio 31mm",Aluminio,532,677.23,145.23,09/04/2024,"Aceros del Río"
BR-1247,"Varilla Bronce 16mm",Cobre,332,444.18,112.18,2024-06-18,"SiderúrgicaUY"
BR-1248,"Perfil Hierro 37cm",Cobre,919,1287.59,368.59,2024-02-24,"MetalSur S.A."
AL-1249,"Tubo Hierro® 13mm",Titanio,995,1408.61,413.61,2024-12-24,"Aleaciones del Sur"
CU-1250,"Plancha Zinc 9cm",Titanio,1043,1350.26,307.26,07/11/2024,"Fundición Oriental"
MT-1251,"Plancha Magnesio&Zinc 15mm",Cobre,756,1041.27,285.27,25-11-24,"Industrias del Plata"
AC-1252,"Plancha Acero Inoxidable 33mm",Bronce,730,1045.72$,315.72,15-06-24,"SiderúrgicaUY"
AC-1253,"Perfil Cobre® 25mm",Bronce,680,891.33,211.33,15/04/2024,"Fundición Oriental"
CU-1254,"Plancha Cobre 8mm",Aluminio,,347.65,77.65,03/16/2024,"Aceros del Río"
BR-1255,"Plancha Aluminio® 42mm",Níquel,77,101.85$,24.85%,12/13/2024,"Fundición Oriental"
AC-1256,"Chapa Bronce 3cm",Titanio,187,260.69$,73.69,08/14/2024,"MetalCorp Internacional"
MT-1257,"Varilla Níquel 35mm",Bronce,794,1022.99,228.99,01/28/2024,"Aleaciones del Sur"
AL-1258,"Bobina Zinc#304 8mm",,704,991.95$,287.95,22-05-24,"MetalSur S.A."
CU-1259,"Plancha Bronce 5mm",Níquel,890,1190.04,300.04,04/10/2024,"MetalCorp Internacional"
BR-1260,"Alambre Bronce 41mm",Magnesio,478,645.1,167.1,2024-03-23,"Aceros del Río"
MT-1261,"Barra Titanio(6061) 7mm",Hierro,425,612.38,187.38,17/09/2024,"Metalúrgica Central"
AC-1262,"Varilla Níquel 50cm",Titanio,879,1158.69,279.69%,07/20/2024,"Metalúrgica Central"
MT-1263,"Perfil Zinc#304 44mm",Plomo,471,619.6,148.6,09/14/2024,"MetalSur S.A."
BR-1264,"Plancha Zinc 25mm",Plomo,140,178.08,38.08,19/05/2024,"Metalúrgica Central"
BR-1265,"Barra Zinc 1mm",Hierro,918,1319.19,401.19,06/07/2024,"Aleaciones del Sur"
AL-1266,"Caño Cobre 1cm",,1004,1482.71,478.71,10/28/2024,"SiderúrgicaUY"
CU-1267,"Chapa Zinc 30mm",Plomo,350,446.36,96.36,2024-04-26,"Aleaciones del Sur"
AC-1268,"Barra Zinc® 44mm",Bronce,164,211.83,47.83,28-09-24,"SiderúrgicaUY"
AL-1269,"Bobina Hierro 39cm",Níquel,326,418.34,92.34,07-10-24,"Aceros del Río"
AL-1270,"Barra Cobre 40cm",Hierro,995,1355.1,360.1,13-06-24,"Industrias del Plata"
MT-1271,"Plancha Magnesio® 36cm",Bronce,776,890.62,114.62,2024-05-21,"MetalCorp Internacional"
AC-1272,"Flejes Cobre&Zinc 37mm",Magnesio,806,1157.58$,351.58,03/09/2024,"Aceros del Río"
CU-1273,"Chapa Zinc 16cm",Acero Inoxidable,388,460.58,72.58,08/06/2024,"Industrias del Plata"
CU-1274,"Alambre Acero Inoxidable 16mm",Zinc,675,970.4,295.4,2024-12-27,"Aceros del Río"
MT-1275,"Varilla Zinc#304 7cm",Bronce,771,1118.89,347.89,2024-03-26,"MetalSur S.A."
MT-1276,"Flejes Bronce 9cm",Níquel,241,309.6$,68.6,01/06/2024,"SiderúrgicaUY"
